treatment,dyad,player,expert_in,novice_in,stage,round,kind,classif,accuracy,queried,answered,answer_correct
single,85264-85264,852642387039752,terrier,hound,Game rounds,18,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,19,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,19,C,C,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,19,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,19,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,19,B,B,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,20,B,B,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,20,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,20,D,D,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,20,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,20,B,B,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,21,B,B,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,21,C,C,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,21,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,21,B,B,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,21,D,D,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,22,C,C,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,22,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,22,C,C,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,22,C,C,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,22,D,D,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,23,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,23,B,B,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,23,C,C,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,23,C,C,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,23,D,D,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,24,C,C,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,24,C,C,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,24,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,24,C,C,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,24,D,D,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,25,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,25,B,B,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,25,D,D,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,25,A,A,1,,,
single,85264-85264,852642387039752,terrier,hound,Game rounds,25,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,1,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,1,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,1,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,1,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,1,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,2,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,2,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,2,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,2,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,2,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,3,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,3,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,3,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,3,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,3,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,4,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,4,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,4,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,4,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,4,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,5,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,5,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,5,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,5,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,5,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,6,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,6,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,6,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,6,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,6,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,7,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,7,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,7,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,7,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,7,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,8,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,8,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,8,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,8,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,8,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,9,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,9,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,9,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,9,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,9,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,10,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,10,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,10,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,10,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,10,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,11,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,11,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,11,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,11,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,11,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,12,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,12,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,12,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,12,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,12,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,13,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,13,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,13,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,13,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,13,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,14,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,14,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,14,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,14,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,14,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,15,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,15,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,15,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,15,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,15,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,16,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,16,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,16,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,16,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,16,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,17,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,17,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,17,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,17,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,17,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,18,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,18,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,18,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,18,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,18,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,19,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,19,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,19,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,19,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,19,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,20,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,20,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,20,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,20,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,20,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,21,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,21,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,21,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,21,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,21,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,22,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,22,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,22,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,22,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,22,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,23,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,23,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,23,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,23,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,23,D,B,0,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,24,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,24,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,24,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,24,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,24,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,25,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,25,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,25,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,25,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Training rounds,25,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,1,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,1,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,1,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,1,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,1,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,2,A,C,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,2,C,A,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,2,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,2,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,2,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,3,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,3,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,3,A,C,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,3,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,3,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,4,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,4,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,4,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,4,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,4,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,5,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,5,B,C,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,5,C,A,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,5,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,5,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,6,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,6,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,6,C,A,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,6,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,6,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,7,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,7,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,7,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,7,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,7,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,8,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,8,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,8,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,8,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,8,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,9,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,9,C,A,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,9,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,9,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,9,C,A,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,10,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,10,B,D,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,10,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,10,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,10,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,11,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,11,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,11,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,11,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,11,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,12,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,12,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,12,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,12,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,12,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,13,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,13,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,13,A,C,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,13,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,13,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,14,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,14,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,14,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,14,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,14,C,A,0,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,15,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,15,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,15,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,15,D,D,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,15,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,16,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,16,A,A,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,16,B,B,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,16,C,C,1,,,
single,83720-83720,83720187912783,hound,terrier,Game rounds,16,B,B,1,,,
